bbl,bin,address,zipcode,bldgtype,ess,year,gfa,numbldgs,numfloors,eui,energy,wui,ghg,primary_type,other_types_dict,has_datacenter,electricity,bedrooms,natural_gas,steam,worker_dens,res_units,diesel,fuel_4,fuel_2,fuel_5_6
4058630200,"4450091;4450092",209-15 18th Ave,11360,Multifamily Housing,1,1960,99000,2,6,209.5,20735735.6,,8.1,Multifamily Housing,,0,2606495.1,138.6,10745294,,,,,,,
1008900057,1018534,150 East 35th st,10016,College/University,,1912,39905,1,9,101.8,4063846.4,49.45,3.11,College/University,,0,1031572.1,,614285.3,,,,,,,
4098450001,4210598,175-27Wexford terrace,11432,Multifamily Housing,52,1938,71620,1,7,126.3,9045607.6,90.24,5.76,Multifamily Housing,,0,188600.3,81,7454293.8,,,,,,,
3076740047,3210674,2016 Avenue N,11210,Multifamily Housing,91,1935,63000,1,6,89.7,5648866.8,39.05,4.15,Multifamily Housing,,0,109765.3,72,4739826.4,,,,,,,
3067600062,3181781,1561 E. 13th Street,11230,Multifamily Housing,,1940,71000,1,6,91.3,6479362.1,39.43,4.19,Multifamily Housing,,0,105903.5,36,5429559.4,,,,,,,
3066540001,3176990,1701 W 3rd Street,11223,Multifamily Housing,89,1940,121680,1,6,87.8,10685572.8,47.98,4,Multifamily Housing,,0,334421.8,122,8611425,,,,,,,
2057890024,2084124,3240 Henry Hudson parkway,10463,Multifamily Housing,100,1938,163197,1,6,65.8,10744635.2,36.81,4.12,Multifamily Housing,,0,479394.1,225,,,,,,,8492658.4,
3105040051,4448886,86-84 palo alto st,11423,K-12 School,96,1999,28581,,,81.7,2335342.1,11.58,2.31,K-12 School,,0,743739.5,,,,,,,,,
3065120001,3170547,900 Avenue H,11230,Multifamily Housing,72,1937,77000,1,6,103.9,8001914.6,106.94,4.83,Multifamily Housing,,0,165242.5,77,6722745.3,,,,,,,
2042500026,2047795,1870 Pelham Pkwy South,10461,Other,,2007,60000,1,5,94.9,5695918.8,,3,Other,,0,1488092.7,,910973.3,,,,,,,
2042010031,2046741,1165 morris park ave,10461,College/University,,1969,51389,1,4,258,13259457.3,28.09,10.17,College/University,,0,1974625.2,,6544387.8,,,,,,,
1013197503,1081175,205 East 45th Street,10017,Hotel,7,2002,140105,1,32,189.6,26570638.8,,6.91,Hotel,"{'Hotel': 140105.0, 'Parking': 1000.0}",0,5509860.9,,9028200,,,,,,,
1005640031,1009206,35 East 12th Street,10003,Multifamily Housing,94,1928,64377,1,9,71.7,4616148.7,3057.85,3.08,Multifamily Housing,,0,222174,46,3358525.8,,,,,,,
1013170021,,815 Second Avenue,10017,Office,87,1962,139824,1,11,147.8,20662510.1,21.09,4.95,Office,,0,4667864.3,,,4182209.8,2.14555,,,,,
3002690016,3002644,61 Schermerhorn Street,11201,Multifamily Housing,98,2006,47896,1,14,72.5,3474129.3,46.52,2.87,Multifamily Housing,,0,397580.5,67.05,1928817.1,,,,,,,
1012910001,1035768,1 E 55th Street,10022,Office,87,1927,310000,1,18,179.5,55657226,21.91,5.38,Office,"{'Retail Store': 63395.0, 'Office': 246605.0}",0,16364634.5,,,3284092.5,2.73717,,,,,
2054017501,2074868,3030 Middletown Rd,10461,Multifamily Housing,65,2012,50934,1,7,106.5,5424930.1,43.94,3.84,Multifamily Housing,,0,1039704,71.31,1947311.5,,,,,,,
1012740011,1035251,36 Central Park South,10019,Hotel,30,1971,442000,1,43,235.8,104205824.3,177.82,9.84,Hotel,,0,16704469.7,,1844700,41706682.4,,,,,,
1000200001,1000802,29 Broadway,10006,Office,86,1929,300954,1,31,160,48151864.3,,5.58,Office,"{'Bank Branch': 4404.0, 'Office': 296550.0}",0,10737980.4,,,10943625.5,2.41106,,,,,
1015940012,1051393,35 Central Park North,10026,Multifamily Housing,46,1984,60000,1,6.5,131.9,7916857.2,56.83,7.19,Multifamily Housing,,0,881470,70,200279.4,,,,,4552382.2,,
1005640039,1009209,836 Broadway,10003,Office,67,1913,60000,1,6,157.2,9429624.4,12.97,5.96,Office,"{'Retail Store': 20000.0, 'Office': 40000.0}",0,2193416.7,,35606.5,,4.5,,,,2175942.5,
1012440072,"1080437;1080438",441-451 West End Avenue,10024,Multifamily Housing,59,1925,240040,2,15,116.2,27897999.1,30.33,6.01,Multifamily Housing,,0,3361857.3,336.06,520500,,,,,14832139.8,,
1002090019,1002687,11 Howard Street,10013,Hotel,3,1961,112900,1,14,298.2,33671679.1,,9.5,Hotel,,0,8857958.6,,5405694.3,,,,,,,
1013790026,1041080,37 East 64th Street,10065,Hotel,80,1927,170000,1,16,153.5,26097282.7,,4.56,Hotel,,0,7878947.5,,1456025,,,,,,,
1021800100,1064418,41 Bennett Ave.,10033,Multifamily Housing,93,1920,42924,1,6,107.9,4631467.7,,4.41,Multifamily Housing,,0,452281,98,2804709.1,,,,,,,
4097600001,4442231,161-01 Jamaica Ave,11432,Office,39,1962,60000,1,5,237.5,14247573.1,18.6,7.6,Office,,0,3651139.4,,2497141.6,,2.90156,,,,,
1014870005,1086044,505 E. 75th St,10021,K-12 School,75,2002,181120,2,6,139.6,25287481.2,,4.36,K-12 School,,0,6543278,,3954954.6,,,,,,,
4014200001,"4431373;4431374;4431375;4431376;4431377;4431378",90-08 32nd Avenue,11369,Multifamily Housing,49,1953,415172,6,6,133.9,55608690.7,46.67,5.3,Multifamily Housing,,0,7044802.7,566,28568942,,,,,,786600,
4058650030,"4440834;4440835;4440838;4440832;4440836;4440833;4835416;4440837",212-02 16th Ave.,113161,Multifamily Housing,16,1950,45248,8,2,150.8,6823264.5,,6.97,Multifamily Housing,,0,,63.35,5933519.2,,,,,,,
4058630060,"4455201;4455226;4455227;4455204;4455194;4455210;4455195;4455229;4455198;4455192;4455193;4455196;4455197;4455199;4455200;4455202;4455203;4455205;4455206;4455207;4455208;4455209;4455211;4455212;4455213;4455214;4455215;4455216;4455217;4455218;4455219;4455220;4455221;4455222;4455223;4455224;4455225;4455228;4455230;4455231;4455232;4455233;4455234;4455235;4455236;4455237;4455238;4455239;4455240;4460796;4583157;4583170",C/O B.L. Management,11358,Multifamily Housing,,1950,60000,53,2,97.9,5875147.2,,4.52,Multifamily Housing,,0,,210,5103780.5,,,,,,,
2026937502,2098564,1224 Prospect Avenue,10459,Multifamily Housing,88,2011,80857,1,8,107.4,8681781.3,42.99,3.55,Multifamily Housing,"{'Multifamily Housing': 71219.0, 'Retail Store': 9638.0}",0,1920827.6,95,2193628.2,,,,,,,
2025160058,2003302,1173 Nelson Ave,10452,Multifamily Housing,19,1939,63780,1,5,149.4,9526018.3,96.64,6.06,Multifamily Housing,,0,1070328.4,90,5484372.6,,,,,,,
4058570110,"4800761;4446238;4446239;4446240;4446246;4446265;4446266",212-19 16th Ave.,11360,Multifamily Housing,18,1950,60812,6,2,137.3,8350441.6,,4.19,Multifamily Housing,,0,2389207.9,85.14,807932.3,,,,,,,
4005730046,4006812,27-10 Astoria Blvd,11102,Multifamily Housing,88,2005,24849,1,6,97.2,2415761.5,28.39,3.46,Multifamily Housing,"{'Multifamily Housing': 24849.0, 'Parking': 2700.0}",0,428165.7,25,903762.5,,,,,,,
1008867502,1083072,159 E 30 Street,10016,Multifamily Housing,3,1987,61000,1,23,202.8,12373661.2,58.11,7.72,Multifamily Housing,,0,1923845.9,80,5650005.8,,,,,,,
2028330020,2007999,1421/1425 Grand Concourse,10452,Multifamily Housing,6,1916,60000,1,5,174.4,10465937.8,42.01,6.88,Multifamily Housing,,0,1394464.7,84,5445206.5,,,,,,,
2027070068,2005539,777/783 Fox Street,10455,Multifamily Housing,23,1920,61200,1,6,144.6,8852501.1,57.99,5.61,Multifamily Housing,,0,1197440.3,85.68,4463753,,,,,,,
1020110038,"1060120;1085363",106 & 114 West 143rd Street,10030,Multifamily Housing,53,1910,103248,5,6,117.1,12089611.4,68.76,4.47,Multifamily Housing,,0,1807986.1,144.55,5665497.2,,,,,,,
3065100001,3170490,840 East 8th Street,11230,Multifamily Housing,,1953,182000,1,6,116.8,21265878.4,39.2,4.52,Multifamily Housing,"{'Multifamily Housing': 181100.0, 'Office': 900.0}",0,3022938.1,202,10451582.9,,2.3,,,0,0,
1021560083,1063746,2540 amsterdam ave,10005,College/University,,1929,119715,1,5,200.5,24008531.2,5.99,5.78,College/University,,0,7433888.6,,610916.7,,,,,,,
1008850015,1018246,119 east 29th st,10016,College/University,,1930,52604,1,8,160.1,8421682.1,49.66,5.79,College/University,,0,1727997.3,,2853114.8,,,,,,,
1012720001,1035037,60 west 57th street,10019,Multifamily Housing,2,1963,303642,1,20,184.9,56151039.8,,7.04,Multifamily Housing,,0,10667966.5,252,5806081.8,13293142,,,,,,
1021490030,1081871,2501 amsterdam ave,10005,College/University,,1956,102095,2,7,323.3,33009346.2,,14.81,College/University,,0,6521014,,,,,,,12409269.5,,
1021490076,1063582,2525 amsterdam ave,10005,College/University,,1963,72187,1,8,142.8,10310996.9,23.14,7.59,College/University,,0,1506511.8,,56580,,,,,5464634.3,,
1021560061,1088129,515 west 185th st,10005,College/University,,2009,59675,1,6,216.1,12895338.2,8.36,7.07,College/University,,0,3066210.1,,2830494.3,,,,,,,
1021560048,1063737,2520 Amsterdam Ave,10005,College/University,,1967,110677,1,6,117.4,12998693.8,13.76,3.32,College/University,,0,4139711.4,,,,,,,,,
1017700036,1074331,2226 3rd Avenue,10035,Other - Mall,,1920,33736,1,2,121.2,4087428,10.08,3.99,,,0,959511.8,,933103.4,,,,,,,
1011420024,1029754,117 West 70th St,10023,Residence Hall/Dormitory,46,1928,75000,1,10.5,208.2,15612988.4,107.85,9.4,Residence Hall/Dormitory,,0,2849914.2,,888350,,,,,,5459693.6,
1021490023,1063580,2495 amsterdam ave,10005,College/University,,1969,253942,2,18,208.4,52914702.8,17.44,7.53,College/University,,0,8925744.1,,21080670.4,,,,,,,
1021560016,1063719,500 west 185th street,10005,College/University,,1962,105698,1,5,152.5,16118376.9,19.85,7.24,College/University,,0,2443947.4,,13323.3,,,,,7271092.6,,
3053580041,3125490,615 Avenue C,11218,Senior Care Community,23,1968,111667,1,8,257.1,28707031.2,132.62,9.48,Senior Care Community,,0,4373054.6,,12634883.5,,,,,,,
3078190046,"3217221;3820122",3857 Kings Hgwy,11234,Multifamily Housing,41,1950,84368,1,6,140.4,11844953,98.69,5.42,Multifamily Housing,,0,1781106.3,126,5629551,,,,,,,
1009350006,"1081677;1020614",301 East 29th Street,10016,K-12 School,36,2001,71000,1,7,207.6,14736544.6,,6.63,K-12 School,,0,3653409.1,,2762009,,,,,,,
3075590011,3205936,777 East 31 St,11210,Multifamily Housing,66,1961,121664,1,6,121.8,14820328,97,5.01,Multifamily Housing,,0,1628687.8,188,8752089.7,,,,,,,
3051600001,3118770,380 EAST 18 ST,11226,Multifamily Housing,,1960,147088,1,6,113.2,16650744.9,90.95,4.6,Multifamily Housing,"{'Multifamily Housing': 145238.0, 'Medical Office': 1850.0}",0,1927126.7,198,9512120.2,,,,,,,
1013050040,1036457,830 Third Avenue,10022,Office,47,1958,151559,1,13,275.6,41768450.7,19.9,8.72,Office,,0,11405956.7,,2314843.8,2826089.3,3.73452,,,,,
1012950017,1036145,360 Lexington Avenue,10017,Office,90,1959,255544,1,24,149.9,38305589.7,38.29,4.9,Office,,0,9558281.4,,,6098388.5,2.97405,,,,,
3068210222,3184052,1836 east 18 street,11229,Multifamily Housing,73,1930,34176,1,6,98.9,3379613.3,44.04,4.35,Multifamily Housing,,0,279688.6,47.85,2330848,,,,,,,
3006520023,3009588,225th 25th Street,11232,Non-Refrigerated Warehouse,33,1931,56400,2,3,96.9,5464056.4,,3.47,Non-Refrigerated Warehouse,,0,907327.8,,2170935.5,,,,,,,
1014190010,1043868,215 East,10065,Hotel,58,1963,98495,1,12,138,13589090.2,48.29,6.11,Hotel,,0,2657265.6,,66800,,,,,4822672.3,,
1013900057,1041706,20 East 76 Street,10065,Hotel,20,1926,130000,2,15,331.1,43048483.2,89.87,12.53,Hotel,,0,9981874.2,,3293070,,,,,7559296.4,,
1013050020,1036452,125 East 50th. Street,10022,Hotel,60,1927,157462,1,28,234.3,36894501.9,52.92,8.72,Hotel,,0,7176391.8,,2175900,9353796.3,,,,,,
4004270060,4005076,42-22 22nd Street,11101,Other,,1931,80000,1,4,232.5,18597088.6,17.64,6.87,Other,,0,5380996.8,,1362400,,,,,,,
1008620026,2669761,31 East 32nd Street,10016,Office,86,1915,60450,1,12,123.5,7465499.3,18.77,3.89,Office,,0,2119091.6,,885458.8,,2.10091,,,,,
1008280009,2669784,37 West 26th Street,10010,Office,70,1908,122330,1,12,180.9,22132588.3,32.96,5.71,Office,,0,6231409.5,,2757356.7,,2.11722,,,,,
1007850073,1014435,256 West 36th Street,10018,Office,82,2007,36000,1,12,114.4,4118425,,3.62,Office,,0,1056513.5,,692633.3,,1.66667,,,,,
3086800001,"3245026;3807093",40-50 Brighton 1st Road,11235,Multifamily Housing,,1962,434614,1,16,139.2,60488389.7,,5.65,Multifamily Housing,"{'Multifamily Housing': 434614.0, 'Parking': 29518.0}",0,7015253.5,256,34483703.9,,,,,,,
1021720060,1084209,60 Nagle Avenue,10040,Multifamily Housing,,1989,74870,1,14,141.8,10619285.3,101.59,5.45,Multifamily Housing,,0,1435175.1,77,5287073.9,,,,,,,
1010080026,1023393,105 West 55 St.,10019,Multifamily Housing,84,1917,53837,1,9,93.7,5043501,135.24,6.58,Multifamily Housing,,0,,75.37,,,,,,4708937.8,,
1011860025,1031099,365 West End Ave.,10024,Multifamily Housing,80,1924,172225,1,15,95.7,16475562.4,32.98,4.74,Multifamily Housing,,0,2435451.8,241.12,369503.1,,,,,7712886.9,,
4002970001,4436714,34-35 Review Ave,11101,Other,,1937,160000,2,2,126.7,20275005.1,5.89,4.31,Other,,0,4008144.5,,6293179.9,,,,,,,
1008750070,1017939,15 Gramercy Park South,10003,Social/Meeting Hall,,1905,95092,1,13,131.5,12508278.2,39.25,6.01,Social/Meeting Hall,,0,1876647.4,,669676.5,,,,,,4981662,
1008210021,1015468,33 West 19th Street,10011,Office,41,1920,51000,1,6,225,11476288.5,4.76,6.82,Office,,0,3160840.4,,1272393.4,,0.68627,,,,,
1011520058,1088889,30 West End Avenue,10023,K-12 School,4,2011,160532,1,9,222.9,35774803.2,,7.74,K-12 School,,0,8069938.6,,9938282,,,,,,,
1014370007,1044361,315 East 62nd Street,10065,Office,70,1930,69400,1,6,143.3,9941900,57.59,4.61,Office,"{'Office': 59000.0, 'Outpatient Rehabilitation/Physical Therapy': 10400.0}",0,2529282.2,,1804087.6,,1.08475,,,,,
1008380058,1015942,12 West 37th Street,10018,Office,76,1910,58909,1,12,138.9,8181087.6,10.86,5.49,Office,,0,1809051.4,,101157.6,,1.69753,,,,2121289.8,
1001500031,1001648,299 Broadway,10007,Office,92,1904,270564,1,18,129.9,35139622.7,13.85,4.67,Office,"{'Other': 20000.0, 'Office': 250564.0}",0,9021530.9,,1306.5,,2.60213,,,6147330,,
1005190070,1008117,180 Varick Street,10014,Office,93,1929,370000,1,17,127.2,47068639.2,15.01,4.33,Office,"{'Laboratory': 54000.0, 'Other': 3000.0, 'Office': 296000.0}",0,12433979.8,,1040277.4,,3.20946,,,,5979999.9,
1007620033,1013644,575 EIGTH AVENUE,10018,Office,85,1929,246547,1,23,166.1,40944291,28.13,5.9,Office,"{'Other': 1502.0, 'Supermarket/Grocery': 20000.0, 'Office': 225045.0}",0,10496968.3,,2042283.8,,2.87498,,,5502739.9,,
1007850015,1014424,247 W. 35th St.,10001,Office,92,1926,96426,1,16,141,13599677.6,33.64,4.88,Office,"{'Other': 5239.0, 'Retail Store': 11957.0, 'Office': 79230.0}",0,2711663.3,,4337351.6,,2.62527,,,,,
1011520001,1030313,20 West End Avenue,10023,K-12 School,18,1957,58272,1,7,207.2,12073909.1,,6.31,K-12 School,,0,3331352.8,,1363681.9,,,,,,,
1008670070,,417 5th Avenue,10016,Office,72,1914,423771,1,11,190.4,80693317.9,,5.9,Office,,0,21319863.6,,,9217016.2,2.0145,,,,,
1012780069,1035365,529 Fifth Avenue,10036,Office,82,1959,271266,1,19,214.6,58226583.2,,6.49,Office,"{'Retail Store': 28840.0, 'Office': 242426.0}",0,16836581.7,,,4045166.4,5.54396,,,,,
1010897501,1087678,601 W41st St,10036,Multifamily Housing,9,2008,88109,1,12,179.7,15835953.8,,7.57,Multifamily Housing,,0,1701250.5,126,9716688.8,,,,,,,
3064980030,3170241,1100 Coney Island Ave,11230,Office,98,1996,43000,1,4,94.5,4063446,451.25,3.23,Office,"{'Office': 43000.0, 'Parking': 16000.0}",0,884837.4,,1140600,,2.3,,,,,
3007710110,3337234,4907 1st Avenue,11234,Non-Refrigerated Warehouse,16,1960,40000,1,2,111.3,4452658.2,6.34,3.68,Non-Refrigerated Warehouse,,0,1042942.6,,1030300,,,,,,,
3064980032,3170242,1122 Coney Island Avenue,11230,Office,87,1998,38000,2,2,87.6,3329375.7,3.02,2.42,Office,,0,1038732.2,,,,0.57895,,,,,
1013660047,1040355,400 East 55th Street,10017,Multifamily Housing,,1956,122971,1,17,157.3,19347519.2,40.89,5.89,Multifamily Housing,"{'Multifamily Housing': 118121.0, 'Financial Office': 4100.0, 'Retail Store': 750.0}",0,2902933.7,160,8799323.6,,,,,,,
1007387504,1013007,345 West 14th Street,10014,Multifamily Housing,23,2013,70038,1,11,128.2,8981280.8,15.77,4.03,Multifamily Housing,,0,2363726.5,66,1367886.7,,,,,,,
1008830044,1018177,145 EAST 27TH STREET,10016,Multifamily Housing,26,1965,177350,1,15,139.1,24660593.3,3.02,5.9,Multifamily Housing,,0,3090095.4,245.15,265056.5,11412586.6,,,,,,
1008890068,1018513,120 East 34th Street,10016,Multifamily Housing,,1964,312460,1,21,199.2,62237306.8,60.88,11.62,Multifamily Housing,"{'Multifamily Housing': 310860.0, 'Retail Store': 1200.0, 'Restaurant': 400.0}",0,7401470.5,435.2,1123200,,,,,38726210.1,,
1009130001,1020078,200 East 33rd  Street,10016,Multifamily Housing,,1952,357060,1,33,143.2,51123958.5,38.26,7.45,Multifamily Housing,"{'Multifamily Housing': 351560.0, 'Other': 1500.0, 'Medical Office': 2000.0, 'Retail Store': 2000.0}",0,7972796.7,492.18,474400,,,,,,25963871.9,
1011520013,1087958,229 West 60th Street,10023,Multifamily Housing,,1968,291240,1,27,213,62043610.3,15.45,8.22,Multifamily Housing,"{'Multifamily Housing': 288000.0, 'Other': 1500.0, 'Medical Office': 1740.0}",0,8967107.4,403.2,30097001.2,,,,,,,
1005480070,1008840,300 Mercer,10003,Multifamily Housing,4,1950,461959,1,35,191.8,88617466.5,67.25,10.58,Multifamily Housing,"{'Multifamily Housing': 455959.0, 'Retail Store': 6000.0}",0,11761819.2,638.34,2684900.2,,,,,,,49138799.2
1015247502,1084726,108 EAST 96TH S,10128,Multifamily Housing,6,1971,104951,1,19,170.7,17913160.1,42.67,6.39,Multifamily Housing,,0,3116179.6,146.93,7415900.1,,,,,,,
1012600024,1034224,19 West 44th Street,10036,Office,83,1917,299552,2,16,172.5,51671570.1,26.97,5.47,Office,"{'Fitness Center/Health Club/Gym': 25913.0, 'Office': 266058.0, 'Restaurant': 4552.0}",0,14974585.4,,0,,3.02566,,,,,4127700.1
1008770018,1017990,2 Lexington Avenue,10010,Hotel,19,1926,200000,1,16,273.4,54681068.9,,10.45,Hotel,,0,10040969.8,,4499299.9,14474640.7,,,,,,
4000170001,4436571,49-20 5TH Street,11101,Non-Refrigerated Warehouse,66,1931,80000,3,2,71.6,5725039.4,0.33,2.34,Non-Refrigerated Warehouse,,0,1306678.8,,1341303.6,,,,,,,
1012910051,1035775,555 Madison Ave,10022,Office,91,1962,498531,1,33,132.6,66093074.3,26.26,4.45,Office,,0,16865509.4,,,10918475.6,1.8053,,,,,
1004870010,1007309,67 Wooster Street,10012,Office,64,1900,70000,1,5,171.1,11975592.4,,5.25,Office,,0,3568231,,8532.3,,2.21429,,,674349.7,,
1008690061,1017599,280 Madison Avenue,10016,Office,40,1918,67751,1,14,255.4,17304651.4,46.39,7.48,Office,,0,5438875.1,,460030.3,2528.9,3.7964,,,,,
1007760055,1014237,230 West 27 Street,10001,Residence Hall/Dormitory,74,1980,97000,1,15,131.8,12781172.5,106.77,4.91,Residence Hall/Dormitory,,0,2549446.4,,170100,3629759.9,,,,,,
1007760047,1083088,220 West 27 Street,10001,Residence Hall/Dormitory,48,1980,66230,1,10,156.3,10349443.1,92.84,6.56,Residence Hall/Dormitory,,0,1357157.1,,,4728240,,,,,,
1007760033,1088614,210 west 27th STREET,10001,Residence Hall/Dormitory,58,1980,130096,1,17,154.9,20157164.7,65.32,5.75,Residence Hall/Dormitory,,0,4148991.7,,,5719260.3,,,,,,
1007280042,1012834,406 West 31 Street,10001,Residence Hall/Dormitory,42,1970,350000,1,16,192.8,67495049.8,42.1,7.36,Residence Hall/Dormitory,,0,12638048.3,,26182500.3,,,,,,869400,
3067300001,3180535,1680 OCEAN AVE.,11230,Multifamily Housing,84,1935,68400,1,6,92.2,6309627.5,49.54,4.27,Multifamily Housing,,0,149568.4,96,5255299.8,,,,,,,
4053740023,0,144-44 SANFORD AVE,11355,Multifamily Housing,19,1928,54491,1,6,154.7,8429221.6,71.29,7.04,Multifamily Housing,,0,157347.8,76,6957203.3,,,,,,,
4002890001,4003552,49-47 31st Street,11101,Office,98,1931,64358,1,1,56.8,3654051.2,75.91,2.36,Office,,0,327142.5,,2318463.8,,0.7769,,,,,
2026770070,2005012,919 Prospect Avenue,10459,Multifamily Housing,4,1907,58000,1,6,191.8,11124942,,7.11,Multifamily Housing,,0,1852937.3,70,4671083.2,,,,,,,
3051240040,3327293,699 Ocean Avenue,11226,Multifamily Housing,82,1921,91000,2,6,112.8,10263965.2,76.92,4.49,Multifamily Housing,,0,1144215.7,147,5781979.7,,,,,,,
2059040267,2085785,600 W 239 Street,10463,Multifamily Housing,67,1956,108549,1,6,116.6,12654829.8,,4.68,Multifamily Housing,,0,1369058.8,140,7284149.6,,,,,,,
1012770008,1035347,6 East 43rd Street,10017,Office,58,1969,335310,1,27,203.7,68310326.4,,7.6,Office,"{'Financial Office': 17524.0, 'Office': 317786.0}",0,14630055.9,,,18820532.4,2.3,,,,,
2056100025,2831413,650 Brush Ave,10465,Distribution Center,8,2009,230000,1,3,248.7,57211771,,8.72,Distribution Center,"{'Distribution Center': 207000.0, 'Office': 23000.0}",0,9993170.2,,21090254.9,,2.17391,,,,,
1008140052,1015274,1410 Broadway,10018,Office,89,1930,426287,1,33,126,53713883.1,12,4.33,Office,,0,14669114.3,,447315.1,447.3,1.6655,,,6935730,,
1003090006,1004000,54 Orchard Street,10002,Other - Lodging/Residential,,2009,33860,2,11,104.3,3532321.8,28.92,3.66,,,0,681044.8,,1195967.6,,,,,,,
4004270027,4005075,42-25 21st Street,11101,Other,,1925,135000,1,1,60.3,8137125.3,,2.09,Other,,0,1632712.5,,2589199.8,,,,,,,
3045600001,3099066,554 Cozine Ave,11208,Distribution Center,30,1962,68000,1,1,145.7,9905144.3,,5.69,Distribution Center,,0,1189195.8,,5300948.8,,,,,,,
4032340185,4077473,70-50 Austin St,11375,Mixed Use Property,,1941,62001,1,2,278.4,17263041,38.76,9.57,Other,"{'Retail Store': 20315.0, 'Financial Office': 5000.0, 'Other': 22256.0, 'Medical Office': 545.0, 'Office': 13885.0}",0,3770247.5,,4876089.3,,3.67303,,,,,
1011580033,1030348,210 Amsterdam Avenue,10023,Multifamily Housing,24,1926,165000,1,16,210.2,34687027.3,77.87,8.2,Multifamily Housing,"{'Multifamily Housing': 155000.0, 'Retail Store': 6000.0, 'Restaurant': 3000.0}",0,4939857.6,485,17237263.6,,,,,,,
